Time,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,label
22.971,0.56,0.95,1.1,1.23,1.26,1.58,1.74,1.73,rest
22.980999999999998,-0.25,-0.2,0.02,-0.07,0.12,0.5,0.42,0.51,rest
22.991,-0.65,-0.97,-0.84,-0.89,-0.7,-0.44,-0.69,-0.47,rest
23.000999999999998,-0.72,-1.19,-1.27,-1.18,-1.17,-1.13,-1.38,-1.05,rest
23.011,0.9,0.73,0.52,0.65,0.36,0.47,0.35,0.69,rest
23.02,3.08,3.34,3.12,3.15,2.81,3.13,3.12,3.41,rest
23.03,3.45,3.96,3.68,3.61,3.55,3.98,3.94,4.16,rest
23.04,2.62,3.15,2.83,2.8,2.98,3.37,3.31,3.44,rest
23.049,0.08,0.17,0.04,-0.05,0.23,0.22,0.11,0.1,rest
23.061,-1.94,-2.24,-2.07,-2.29,-2.17,-2.45,-2.61,-2.72,rest
23.072,-1.72,-2.02,-1.71,-1.96,-1.99,-2.17,-2.27,-2.41,rest
23.083000000000002,-1.78,-1.91,-1.79,-1.95,-1.84,-2.07,-2.12,-2.3,rest
23.094,-1.14,-0.99,-1.14,-1.07,-0.86,-1.22,-1.11,-1.37,rest
23.105999999999998,-0.13,0.01,-0.13,0.04,0.14,-0.26,0.04,-0.3,rest
23.116999999999997,-0.2,-0.32,-0.26,-0.21,-0.25,-0.56,-0.24,-0.63,rest
23.127,-0.29,-0.62,-0.33,-0.34,-0.38,-0.59,-0.4,-0.63,rest
23.136999999999997,-0.82,-1.25,-0.84,-0.91,-0.82,-1.09,-1.07,-1.06,rest
23.148000000000003,-0.4,-0.58,-0.21,-0.24,-0.32,-0.48,-0.47,-0.35,rest
23.158,0.3,0.39,0.68,0.78,0.4,0.36,0.37,0.47,rest
23.168000000000003,-1.27,-1.33,-1.15,-1.09,-1.4,-1.64,-1.78,-1.79,rest
23.178,-2.09,-2.32,-2.33,-2.36,-2.38,-2.62,-2.83,-2.88,rest
23.188000000000002,-0.5,-0.68,-0.88,-0.94,-0.71,-0.59,-0.72,-0.65,rest
23.199,1.78,1.87,1.53,1.53,1.77,2.33,2.32,2.57,rest
23.209,3.67,4.16,3.76,3.91,3.85,4.7,4.79,5.15,rest
23.219,3.61,4.27,3.79,4.02,3.69,4.59,4.61,4.93,rest
23.229,1.95,2.5,1.89,2.14,1.84,2.54,2.43,2.65,rest
23.239,-0.48,-0.29,-0.68,-0.55,-0.47,-0.35,-0.51,-0.39,rest
23.250999999999998,-2.56,-2.83,-2.7,-2.81,-2.33,-2.85,-2.97,-3.07,rest
23.263,-1.6,-1.92,-1.43,-1.59,-1.27,-1.81,-1.78,-2.11,rest
23.275,0.18,0.1,0.54,0.46,0.29,0.13,0.26,-0.12,rest
23.287,0.12,0.12,0.29,0.26,-0.13,-0.08,0.06,-0.22,rest
23.299,-0.02,-0.06,-0.05,-0.01,-0.24,-0.25,-0.08,-0.18,rest
23.311,-0.88,-1.06,-1.01,-1.09,-0.97,-1.23,-1.1,-1.04,rest
23.32,-1.7,-1.87,-1.76,-2.09,-1.79,-2.13,-2.08,-2.0,rest
23.329,-0.64,-0.6,-0.49,-0.85,-0.65,-0.85,-0.84,-0.77,rest
23.338,0.32,0.38,0.44,0.29,0.33,0.25,0.2,0.29,rest
23.346999999999998,0.7,0.67,0.69,0.77,0.72,0.75,0.75,0.86,rest
23.355999999999998,0.59,0.54,0.5,0.66,0.66,0.75,0.81,0.98,rest
23.365,0.1,0.11,-0.08,0.06,0.24,0.21,0.17,0.36,rest
23.375,0.02,0.05,-0.16,0.01,0.18,0.0,-0.15,-0.08,rest
23.385,-0.1,-0.23,-0.23,-0.05,-0.09,-0.15,-0.33,-0.48,rest
23.395,0.14,0.02,0.21,0.3,0.1,0.4,0.27,0.05,rest
23.405,0.45,0.53,0.73,0.69,0.55,0.95,0.84,0.78,rest
23.415,0.29,0.48,0.5,0.44,0.49,0.61,0.55,0.64,rest
23.425,0.09,0.12,0.01,0.03,0.15,-0.02,0.04,0.13,rest
23.436999999999998,-0.41,-0.57,-0.67,-0.6,-0.65,-0.88,-0.77,-0.77,rest
23.448,-0.57,-0.67,-0.76,-0.63,-0.96,-0.96,-0.92,-0.96,rest
23.46,0.11,0.2,0.14,0.3,-0.16,0.12,0.06,0.04,rest
23.471,0.92,1.09,1.12,1.17,0.8,1.15,1.07,1.03,rest
23.482,0.98,1.06,1.14,1.01,0.87,0.98,1.0,0.87,rest
23.494,0.35,0.26,0.3,0.09,0.24,0.02,0.15,-0.06,rest
23.504,-0.4,-0.5,-0.58,-0.73,-0.3,-0.72,-0.58,-0.77,rest
23.514,-1.13,-1.16,-1.29,-1.37,-0.83,-1.27,-1.13,-1.22,rest
23.524,-1.37,-1.34,-1.42,-1.43,-1.04,-1.3,-1.1,-1.1,rest
23.534000000000002,-0.87,-0.83,-0.77,-0.77,-0.6,-0.55,-0.37,-0.3,rest
23.545,-0.04,-0.06,0.21,0.11,0.13,0.35,0.34,0.5,rest
23.555,0.19,0.07,0.37,0.23,0.14,0.27,0.08,0.23,rest
23.565,-0.01,-0.12,-0.03,-0.05,-0.2,-0.21,-0.4,-0.35,rest
23.575,0.6,0.64,0.54,0.65,0.5,0.62,0.53,0.55,rest
23.584,1.26,1.48,1.3,1.42,1.24,1.63,1.56,1.7,rest
23.594,1.13,1.45,1.19,1.29,1.06,1.55,1.44,1.72,rest
23.604,0.41,0.66,0.32,0.43,0.26,0.59,0.46,0.73,rest
23.614,-0.11,-0.05,-0.31,-0.2,-0.19,-0.19,-0.23,-0.14,rest
23.624000000000002,0.16,0.04,-0.03,0.08,0.2,-0.01,0.12,0.06,rest
23.634,0.35,0.16,0.24,0.34,0.4,0.19,0.42,0.27,rest
23.645,0.22,0.17,0.35,0.38,0.33,0.28,0.46,0.29,rest
23.655,0.1,0.23,0.46,0.38,0.3,0.39,0.43,0.33,rest
23.665,0.04,0.24,0.41,0.27,0.25,0.28,0.19,0.17,rest
23.675,-0.39,-0.36,-0.31,-0.5,-0.37,-0.6,-0.74,-0.79,rest
23.686,-1.44,-1.76,-1.73,-1.92,-1.72,-2.24,-2.37,-2.53,rest
23.697,-1.68,-2.05,-1.91,-2.03,-1.97,-2.48,-2.54,-2.75,rest
23.708000000000002,-1.39,-1.67,-1.42,-1.5,-1.52,-1.88,-1.9,-2.04,rest
23.719,-1.43,-1.77,-1.4,-1.47,-1.44,-1.77,-1.73,-1.8,rest
23.73,-0.51,-0.78,-0.35,-0.33,-0.28,-0.51,-0.38,-0.39,rest
23.74,0.69,0.59,0.78,0.89,0.93,0.9,1.0,1.05,rest
23.752,0.73,0.74,0.52,0.61,0.66,0.76,0.74,0.77,rest
23.763,0.44,0.56,0.08,0.15,0.12,0.4,0.28,0.29,rest
23.775,0.2,0.32,-0.15,-0.08,-0.15,0.24,0.13,0.17,rest
23.787,0.41,0.53,0.11,0.24,0.19,0.68,0.63,0.75,rest
23.798000000000002,1.86,2.14,1.78,2.05,1.96,2.67,2.72,2.91,rest
23.81,2.64,3.05,2.89,3.24,3.12,3.78,3.92,4.1,rest
23.819000000000003,1.25,1.62,1.66,1.86,1.75,2.03,2.13,2.26,rest
23.826999999999998,-0.71,-0.52,-0.39,-0.52,-0.61,-0.64,-0.64,-0.59,rest
23.836,-1.22,-1.11,-1.04,-1.35,-1.42,-1.47,-1.46,-1.54,rest
23.845,-0.34,-0.04,-0.11,-0.35,-0.42,-0.29,-0.19,-0.3,rest
23.854,-0.08,0.2,0.04,-0.08,-0.05,0.02,0.14,0.12,rest
23.863000000000003,0.08,0.1,-0.02,-0.04,0.08,-0.14,-0.11,-0.04,rest
23.874000000000002,0.97,0.84,0.91,0.93,1.04,0.57,0.43,0.49,rest
23.886,0.31,0.05,0.26,0.22,0.32,-0.35,-0.59,-0.64,rest
23.897,-0.88,-1.2,-0.97,-1.03,-0.94,-1.44,-1.6,-1.71,rest
23.908,-0.54,-0.81,-0.54,-0.59,-0.46,-0.57,-0.53,-0.54,rest
23.92,0.24,-0.07,0.24,0.08,0.29,0.29,0.45,0.52,rest
23.930999999999997,-0.2,-0.58,-0.33,-0.55,-0.44,-0.59,-0.51,-0.47,rest
23.943,-1.96,-2.36,-2.16,-2.27,-2.35,-2.64,-2.68,-2.78,rest
23.954,-2.2,-2.48,-2.28,-2.24,-2.38,-2.62,-2.67,-2.88,rest
23.965999999999998,-0.94,-1.06,-0.9,-0.84,-0.94,-1.11,-1.19,-1.34,rest
23.976999999999997,-0.66,-0.73,-0.62,-0.6,-0.6,-0.79,-0.83,-0.85,rest
23.989,-0.26,-0.23,-0.14,-0.06,-0.06,-0.02,0.09,0.15,rest
24.0,0.49,0.66,0.61,0.77,0.69,1.04,1.2,1.27,rest
24.009,0.78,1.06,0.74,0.91,0.75,1.31,1.35,1.34,rest
24.018,1.23,1.62,1.08,1.24,1.08,1.68,1.57,1.5,rest
24.026,1.57,2.01,1.39,1.51,1.44,1.96,1.79,1.74,rest
24.035,1.86,2.38,1.69,1.85,1.84,2.49,2.4,2.43,rest
24.044,2.25,2.83,2.19,2.45,2.47,3.24,3.27,3.4,rest
24.052,1.76,2.08,1.81,2.02,2.16,2.49,2.59,2.83,rest
24.063000000000002,0.32,0.17,0.4,0.36,0.65,0.2,0.28,0.51,rest
24.073,-1.36,-1.86,-1.3,-1.54,-1.32,-2.25,-2.28,-2.16,rest
24.083000000000002,-2.84,-3.45,-2.8,-3.07,-3.16,-4.0,-4.11,-4.16,rest
24.093000000000004,-3.07,-3.6,-2.97,-3.19,-3.55,-4.06,-4.13,-4.34,rest
24.103,-1.39,-1.71,-1.2,-1.35,-1.64,-1.97,-1.93,-2.14,rest
24.114,0.84,0.82,1.02,0.97,1.02,0.82,0.95,0.91,rest
24.125999999999998,1.91,2.11,1.95,1.95,2.28,2.24,2.36,2.49,rest
24.138,1.08,1.28,0.99,0.96,1.26,1.35,1.39,1.51,rest
24.15,-0.48,-0.33,-0.57,-0.64,-0.65,-0.35,-0.37,-0.41,rest
24.162,-0.4,-0.16,-0.41,-0.48,-0.74,-0.16,-0.12,-0.3,rest
24.174,0.96,1.36,1.09,1.05,0.88,1.58,1.73,1.53,rest
24.186,1.5,1.82,1.67,1.68,1.82,2.2,2.31,2.3,rest
24.194000000000003,0.61,0.5,0.6,0.62,0.9,0.73,0.58,0.76,rest
24.203000000000003,-1.41,-1.93,-1.59,-1.56,-1.41,-1.92,-2.22,-2.09,rest
24.211,-3.23,-3.83,-3.38,-3.29,-3.39,-3.93,-4.04,-4.11,rest
24.22,-3.31,-3.8,-3.38,-3.27,-3.55,-4.08,-3.94,-4.18,rest
24.228,-1.68,-1.94,-1.68,-1.63,-1.9,-2.36,-2.22,-2.45,rest
24.237,0.75,0.75,0.74,0.71,0.66,0.48,0.44,0.43,rest
24.248,2.42,2.64,2.34,2.28,2.49,2.7,2.48,2.7,rest
24.258000000000003,2.1,2.35,1.95,1.94,2.18,2.64,2.42,2.69,rest
24.269000000000002,0.87,1.09,0.72,0.8,0.82,1.32,1.31,1.42,rest
24.28,1.05,1.44,0.98,1.11,0.95,1.5,1.67,1.63,rest
24.291,2.51,3.06,2.51,2.62,2.41,2.98,3.17,3.15,rest
24.302,3.13,3.54,3.24,3.28,3.09,3.45,3.58,3.62,rest
24.311999999999998,1.45,1.54,1.69,1.76,1.68,1.68,1.72,1.74,rest
24.322,-1.83,-2.07,-1.75,-1.64,-1.44,-1.87,-1.9,-1.89,rest
24.333000000000002,-2.99,-3.26,-3.03,-2.99,-2.65,-3.15,-3.17,-3.16,rest
24.343000000000004,-1.26,-1.29,-1.1,-1.18,-1.06,-1.25,-1.25,-1.17,rest
24.353,-0.39,-0.37,-0.14,-0.31,-0.49,-0.53,-0.61,-0.47,rest
24.363000000000003,-0.58,-0.63,-0.42,-0.59,-0.78,-0.77,-0.98,-0.9,rest
24.374000000000002,-0.77,-0.9,-0.74,-0.83,-0.78,-0.87,-0.98,-1.06,rest
24.384,-1.32,-1.64,-1.45,-1.54,-1.3,-1.61,-1.53,-1.73,rest
24.394000000000002,-1.19,-1.58,-1.44,-1.5,-1.3,-1.58,-1.43,-1.68,rest
24.404,-0.52,-0.85,-0.9,-0.9,-0.78,-0.9,-0.76,-1.01,rest
24.414,-0.11,-0.26,-0.38,-0.36,-0.29,-0.27,-0.15,-0.35,rest
24.424,-0.13,-0.11,-0.08,-0.08,-0.11,-0.07,-0.02,-0.07,rest
24.436,-0.22,-0.11,0.05,-0.03,-0.23,-0.26,-0.31,-0.21,rest
24.447,0.42,0.64,0.77,0.63,0.32,0.38,0.25,0.4,rest
24.458000000000002,0.97,1.19,1.24,1.24,0.98,1.13,1.07,1.15,rest
24.469,1.21,1.31,1.35,1.57,1.43,1.61,1.66,1.74,rest
24.48,1.12,1.11,1.09,1.3,1.36,1.44,1.45,1.55,rest
24.491,0.5,0.49,0.25,0.35,0.51,0.41,0.37,0.33,rest
24.500999999999998,0.04,0.1,-0.24,-0.21,-0.09,-0.14,-0.18,-0.33,rest
24.511,-0.37,-0.26,-0.6,-0.59,-0.54,-0.37,-0.44,-0.5,rest
24.521,0.65,0.93,0.63,0.58,0.54,1.07,0.98,1.09,rest
24.531,2.45,3.01,2.69,2.61,2.52,3.27,3.24,3.47,rest
24.541,1.81,2.24,1.94,1.88,1.86,2.28,2.29,2.51,rest
24.551,-0.5,-0.54,-0.67,-0.65,-0.58,-0.73,-0.78,-0.65,rest
24.561,-2.33,-2.79,-2.67,-2.64,-2.48,-3.04,-3.16,-3.11,rest
24.572,-2.13,-2.66,-2.34,-2.3,-2.17,-2.8,-2.81,-2.82,rest
24.581999999999997,-0.5,-0.83,-0.4,-0.37,-0.34,-0.7,-0.52,-0.53,rest
24.593000000000004,0.12,-0.01,0.36,0.36,0.31,0.25,0.52,0.49,rest
24.603,0.56,0.64,0.8,0.83,0.7,0.82,1.04,1.02,rest
24.614,0.53,0.65,0.59,0.61,0.57,0.49,0.55,0.56,rest
24.625,-0.65,-0.77,-0.9,-0.94,-0.78,-1.21,-1.29,-1.4,rest
24.636,-1.19,-1.37,-1.46,-1.51,-1.31,-1.63,-1.74,-2.01,rest
24.647,-0.96,-0.97,-1.0,-1.07,-1.0,-0.85,-0.93,-1.25,rest
24.658,0.11,0.28,0.38,0.33,0.23,0.7,0.64,0.46,rest
24.669,0.71,0.94,1.18,1.16,1.07,1.44,1.41,1.46,rest
24.68,0.04,0.2,0.44,0.41,0.44,0.53,0.55,0.71,rest
24.69,0.02,0.12,0.29,0.23,0.21,0.2,0.25,0.35,rest
24.7,-0.09,-0.12,0.01,-0.08,-0.25,-0.31,-0.35,-0.38,rest
24.709,-0.02,-0.22,-0.07,-0.08,-0.36,-0.46,-0.63,-0.78,rest
24.719,0.63,0.32,0.48,0.6,0.36,0.14,0.0,-0.13,rest
24.728,-0.35,-0.76,-0.69,-0.62,-0.6,-1.08,-1.11,-1.07,rest
24.738000000000003,-1.3,-1.52,-1.62,-1.7,-1.49,-1.89,-1.8,-1.62,rest
24.748,-0.49,-0.29,-0.6,-0.72,-0.58,-0.44,-0.29,-0.05,rest
24.759,0.91,1.36,0.93,0.88,0.79,1.43,1.5,1.68,rest
24.769000000000002,2.37,2.82,2.38,2.5,2.23,3.03,3.02,3.1,rest
24.78,2.66,2.98,2.43,2.68,2.49,3.18,3.2,3.39,rest
24.79,1.66,1.83,1.19,1.38,1.43,1.84,1.89,2.17,rest
24.801,-0.03,0.05,-0.39,-0.35,-0.08,-0.21,-0.2,-0.13,rest
24.811999999999998,-2.08,-2.17,-2.17,-2.17,-1.84,-2.47,-2.59,-2.89,rest
24.823,-2.2,-2.37,-2.02,-1.89,-1.72,-2.3,-2.47,-2.9,rest
24.834,-1.14,-1.29,-0.85,-0.71,-0.58,-0.89,-0.94,-1.22,rest
24.845,-0.88,-1.12,-0.73,-0.77,-0.61,-0.73,-0.7,-0.79,rest
24.855999999999998,-0.03,-0.31,0.07,-0.08,0.01,0.06,0.18,0.2,rest
24.866999999999997,0.3,0.03,0.42,0.23,0.39,0.32,0.55,0.65,rest
24.875999999999998,-0.57,-0.74,-0.42,-0.67,-0.4,-0.77,-0.57,-0.49,rest
24.886,-0.3,-0.24,-0.05,-0.24,-0.18,-0.5,-0.4,-0.34,rest
24.896,0.62,0.79,0.82,0.73,0.4,0.52,0.43,0.63,rest
24.906,0.93,1.16,1.08,1.09,0.53,1.02,0.78,1.13,rest
24.915,0.48,0.81,0.72,0.76,0.33,0.72,0.59,0.82,rest
24.925,0.03,0.29,0.25,0.3,0.0,0.16,0.21,0.06,rest
24.936999999999998,0.28,0.36,0.36,0.42,0.16,0.25,0.3,-0.13,rest
24.949,0.37,0.26,0.27,0.27,0.18,0.19,0.1,-0.29,rest
24.961,0.49,0.39,0.29,0.32,0.3,0.26,0.08,-0.06,rest
24.973000000000003,0.6,0.6,0.37,0.52,0.49,0.47,0.37,0.41,rest
24.985,0.33,0.31,0.07,0.3,0.29,0.29,0.34,0.44,rest
24.997,-0.22,-0.35,-0.54,-0.37,-0.22,-0.33,-0.22,-0.1,rest
25.006,-1.25,-1.51,-1.72,-1.74,-1.25,-1.66,-1.63,-1.58,rest
25.015,-1.06,-1.29,-1.47,-1.6,-1.06,-1.39,-1.47,-1.53,rest
25.024,-0.32,-0.45,-0.52,-0.58,-0.29,-0.24,-0.37,-0.42,rest
25.034000000000002,-0.95,-1.1,-1.05,-1.03,-0.86,-0.74,-0.8,-0.74,rest
25.043000000000003,-0.36,-0.27,-0.13,-0.06,0.03,0.27,0.47,0.63,rest
25.052,1.16,1.54,1.81,1.86,1.88,2.3,2.77,2.94,rest
25.061999999999998,0.87,1.18,1.52,1.38,1.36,1.69,2.08,2.13,rest
25.073,-0.0,0.12,0.32,0.03,-0.1,-0.05,0.04,-0.06,rest
25.084,-0.64,-0.68,-0.72,-0.96,-1.09,-1.4,-1.66,-1.68,rest
25.094,-0.82,-0.94,-1.03,-1.13,-1.33,-1.68,-2.1,-1.96,rest
25.105,-0.03,-0.07,-0.07,0.02,-0.41,-0.37,-0.64,-0.52,rest
25.116,0.85,0.87,0.89,1.13,0.73,0.94,0.9,0.85,rest
25.125999999999998,1.24,1.28,1.24,1.43,1.36,1.33,1.44,1.28,rest
25.136,0.59,0.58,0.52,0.48,0.7,0.37,0.45,0.29,rest
25.146,-0.58,-0.77,-0.77,-0.98,-0.75,-1.09,-1.21,-1.29,rest
25.156,-0.78,-1.03,-1.1,-1.1,-0.97,-1.11,-1.37,-1.36,rest
25.166,0.12,0.14,-0.1,0.29,0.35,0.47,0.27,0.29,rest
25.176,1.34,1.7,1.47,1.9,1.82,2.21,2.31,2.26,rest
25.186999999999998,1.35,1.72,1.69,1.81,1.51,2.01,2.39,2.23,rest
25.198,-0.34,-0.27,-0.14,-0.31,-0.63,-0.39,-0.07,-0.19,rest
25.208000000000002,-2.12,-2.24,-2.19,-2.51,-2.46,-2.63,-2.58,-2.6,rest
25.219,-1.95,-2.03,-2.09,-2.37,-1.94,-2.31,-2.37,-2.35,rest
25.23,0.1,0.04,0.08,-0.04,0.38,0.08,0.12,0.22,rest
25.24,1.6,1.44,1.64,1.64,1.78,1.68,1.84,1.98,rest
25.250999999999998,1.27,1.06,1.33,1.32,1.19,1.36,1.46,1.64,rest
25.263,-0.36,-0.57,-0.33,-0.45,-0.62,-0.37,-0.45,-0.21,rest
25.274,-1.75,-1.93,-1.81,-1.9,-2.03,-1.96,-2.18,-2.0,rest
25.285,-1.45,-1.56,-1.56,-1.54,-1.67,-1.74,-2.03,-1.95,rest
25.296,0.18,0.25,0.19,0.22,0.13,0.12,-0.02,-0.05,rest
25.307,1.84,2.19,2.12,2.17,2.18,2.22,2.35,2.25,rest
25.316999999999997,1.95,2.39,2.27,2.43,2.54,2.42,2.58,2.45,rest
25.328000000000003,0.37,0.59,0.33,0.58,0.81,0.52,0.42,0.25,rest
25.338,-1.2,-1.28,-1.59,-1.37,-1.08,-1.31,-1.68,-1.8,rest
25.348000000000003,-1.32,-1.47,-1.71,-1.61,-1.45,-1.38,-1.7,-1.78,rest
25.359,-0.14,-0.13,-0.25,-0.23,-0.27,0.08,0.11,-0.05,rest
25.369,1.25,1.29,1.32,1.29,1.15,1.53,1.76,1.63,rest
25.379,1.71,1.62,1.79,1.68,1.57,1.71,1.95,2.03,rest
25.39,0.29,0.09,0.31,0.16,0.05,-0.06,0.17,0.38,rest
25.4,-1.98,-2.18,-2.06,-2.17,-2.35,-2.57,-2.37,-2.26,rest
25.41,-2.83,-2.95,-2.96,-3.0,-3.18,-3.43,-3.28,-3.34,rest
25.421,-1.03,-0.96,-0.97,-0.97,-1.18,-1.3,-1.19,-1.21,rest
25.430999999999997,1.91,2.2,2.27,2.28,1.94,2.16,2.25,2.32,rest
25.441,2.22,2.42,2.59,2.57,2.3,2.64,2.67,2.71,rest
25.451,-0.05,-0.17,0.02,-0.05,0.02,0.1,-0.09,-0.08,rest
25.461,-1.56,-1.79,-1.74,-1.88,-1.44,-1.65,-1.99,-1.94,rest
25.471,-0.61,-0.66,-0.77,-0.88,-0.29,-0.51,-0.74,-0.57,rest
25.480999999999998,1.28,1.41,1.3,1.26,1.76,1.77,1.74,1.93,rest
25.491,1.09,1.23,1.22,1.22,1.53,1.65,1.77,1.74,rest
25.500999999999998,-0.5,-0.42,-0.31,-0.28,-0.18,-0.12,-0.04,-0.22,rest
25.511,-1.41,-1.4,-1.32,-1.27,-1.35,-1.46,-1.5,-1.63,rest
25.521,-1.47,-1.61,-1.71,-1.66,-1.89,-2.21,-2.24,-2.34,rest
25.531,-0.59,-0.81,-1.05,-1.01,-1.32,-1.69,-1.67,-1.84,rest
25.541,1.2,1.14,0.91,1.05,0.74,0.61,0.57,0.42,rest
25.55,3.05,3.31,3.19,3.49,3.27,3.49,3.34,3.44,rest
25.561999999999998,2.85,3.16,3.12,3.45,3.31,3.66,3.5,3.76,rest
25.574,0.18,0.14,0.15,0.28,0.17,0.44,0.41,0.52,rest
25.585,-2.23,-2.58,-2.52,-2.7,-2.74,-2.58,-2.53,-2.55,rest
25.596999999999998,-2.16,-2.41,-2.35,-2.65,-2.67,-2.51,-2.52,-2.51,rest
25.609,-0.09,0.03,0.09,-0.11,-0.21,-0.02,0.02,0.05,rest
25.62,1.47,1.79,1.85,1.81,1.67,1.8,2.05,2.04,rest
25.631,1.11,1.34,1.32,1.38,1.36,1.33,1.75,1.69,rest
25.641,-0.51,-0.51,-0.58,-0.59,-0.35,-0.64,-0.31,-0.43,rest
25.651999999999997,-1.91,-2.1,-2.07,-2.23,-1.89,-2.26,-2.23,-2.4,rest
25.662,-1.89,-2.1,-1.87,-2.09,-1.78,-1.98,-2.09,-2.29,rest
25.673000000000002,-0.44,-0.44,-0.17,-0.26,0.11,0.05,-0.02,-0.12,rest
25.683000000000003,1.34,1.58,1.71,1.85,2.13,2.19,2.18,2.28,rest
25.693,1.46,1.64,1.62,1.8,1.86,2.0,1.92,2.18,rest
25.704,-0.4,-0.55,-0.63,-0.63,-0.67,-0.54,-0.82,-0.54,rest
25.714000000000002,-1.86,-2.18,-2.26,-2.41,-2.44,-2.38,-2.69,-2.57,rest
25.724,-1.25,-1.38,-1.46,-1.53,-1.65,-1.66,-1.81,-1.81,rest
25.735,0.32,0.46,0.29,0.46,0.09,0.14,0.08,0.17,rest
25.745,1.01,1.16,0.94,1.26,0.77,0.88,0.78,1.0,rest
25.755,0.69,0.67,0.55,0.83,0.49,0.52,0.32,0.51,rest
25.765,-0.02,-0.25,-0.19,-0.08,-0.27,-0.45,-0.6,-0.66,rest
25.775,-0.62,-0.91,-0.74,-0.86,-0.91,-1.34,-1.32,-1.6,rest
25.785,-0.56,-0.69,-0.54,-0.87,-0.79,-1.27,-1.13,-1.45,rest
25.795,0.73,0.85,0.93,0.6,0.7,0.47,0.71,0.47,rest
25.805,2.59,2.86,2.92,2.86,2.97,3.13,3.49,3.35,rest
25.815,2.38,2.56,2.58,2.69,2.92,3.28,3.63,3.54,rest
25.826,0.35,0.4,0.33,0.38,0.72,0.99,1.23,1.18,rest
25.837,-1.03,-1.0,-1.17,-1.14,-0.83,-0.7,-0.57,-0.51,rest
25.846999999999998,-1.11,-0.98,-1.3,-1.14,-1.08,-0.78,-0.72,-0.58,rest
25.858,0.17,0.56,0.18,0.48,0.23,0.84,0.96,1.03,rest
25.869,1.44,1.9,1.79,1.99,1.68,2.25,2.37,2.28,rest
25.88,1.15,1.25,1.62,1.5,1.45,1.51,1.42,1.38,rest
25.891,-0.29,-0.65,-0.14,-0.43,-0.21,-0.64,-1.02,-0.78,rest
25.901999999999997,-1.83,-2.38,-2.17,-2.44,-2.23,-2.77,-3.35,-2.96,rest
25.913,-1.75,-2.06,-2.15,-2.34,-2.31,-2.72,-3.17,-2.98,rest
25.924,-0.51,-0.5,-0.66,-0.75,-0.83,-1.05,-1.19,-1.34,rest
25.935,-0.15,-0.07,-0.11,-0.07,-0.24,-0.29,-0.28,-0.5,rest
25.945999999999998,-0.47,-0.45,-0.3,-0.16,-0.38,-0.43,-0.32,-0.38,rest
25.956,-1.27,-1.39,-1.21,-1.16,-1.25,-1.41,-1.25,-1.21,rest
25.967,-2.49,-2.73,-2.64,-2.79,-2.65,-2.8,-2.73,-2.65,rest
25.976999999999997,-3.22,-3.39,-3.42,-3.53,-3.31,-3.33,-3.33,-3.2,rest
25.988000000000003,-2.14,-2.13,-2.25,-2.14,-2.1,-1.98,-1.87,-1.76,rest
25.998,0.68,0.92,0.73,1.01,0.82,1.08,1.38,1.31,rest
26.008000000000003,2.1,2.35,2.14,2.44,2.28,2.5,2.75,2.47,rest
26.019000000000002,0.99,1.08,0.99,1.15,1.14,1.21,1.2,0.93,rest
26.029,0.23,0.2,0.24,0.19,0.28,0.23,0.17,0.11,rest
26.039,2.02,1.94,1.99,1.8,1.88,1.84,1.95,1.97,rest
26.049,4.76,4.75,4.73,4.6,4.64,4.69,4.82,4.8,rest
26.059,5.72,5.93,5.83,5.87,5.94,5.99,5.98,5.96,rest
26.069000000000003,5.79,6.08,6.02,6.13,6.18,6.28,6.17,6.2,rest
26.079,4.34,4.42,4.52,4.57,4.53,4.74,4.51,4.64,rest
26.089000000000002,-0.64,-0.84,-0.72,-0.81,-0.81,-0.7,-1.06,-0.88,rest
26.098000000000003,-5.56,-5.78,-5.84,-5.95,-5.89,-5.94,-6.28,-6.16,rest
26.108,-6.13,-6.14,-6.27,-6.32,-6.28,-6.35,-6.45,-6.4,rest
26.118000000000002,-3.06,-2.92,-2.89,-2.96,-3.04,-3.0,-2.84,-2.8,rest
26.128,-0.82,-0.74,-0.52,-0.64,-0.85,-0.78,-0.54,-0.55,rest
26.136999999999997,-2.2,-2.33,-2.13,-2.24,-2.33,-2.53,-2.37,-2.48,rest
26.147,-3.56,-3.81,-3.69,-3.74,-3.7,-4.15,-4.05,-4.24,rest
26.156999999999996,-2.01,-2.21,-2.05,-2.02,-2.02,-2.43,-2.35,-2.53,rest
26.166,-0.45,-0.72,-0.49,-0.47,-0.42,-0.86,-0.83,-0.94,rest
26.176,0.39,0.12,0.25,0.3,0.38,0.05,0.04,-0.03,rest
26.186,1.0,1.09,0.97,1.11,1.13,1.25,1.3,1.3,rest
26.197,0.29,0.7,0.37,0.45,0.47,0.82,0.97,1.07,rest
26.208000000000002,0.09,0.56,0.21,0.25,0.27,0.59,0.71,0.89,rest
26.218000000000004,1.04,1.41,1.14,1.21,1.28,1.65,1.66,1.91,rest
26.229,2.59,2.78,2.6,2.66,2.78,3.39,3.37,3.62,rest
26.24,3.74,3.74,3.71,3.77,3.82,4.51,4.5,4.62,rest
26.25,2.0,1.76,1.86,1.85,1.82,2.08,1.94,1.85,rest
