Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
16.975 -23.16 -22.41 -22.27 -20.83 -17.54 -11.40 -1244.94 -22.21 -19.12 -17.45 -17.26 -19.00 24.16 -18.44
16.983 -16.52 -15.71 -14.67 -12.95 -10.61 -6.40 966.76 -15.92 -26.02 -25.50 -26.76 -28.52 77.11 -28.04
16.991 -7.34 -6.92 -5.81 -4.93 -4.81 -4.84 1986.05 -7.08 -14.84 -14.44 -17.00 -18.11 97.73 -17.60
17.000 -2.53 -2.24 -2.12 -2.51 -3.99 -6.54 724.44 -3.44 -7.93 -6.15 -9.74 -10.88 35.58 -10.80
17.008 19.77 19.31 19.49 18.76 17.80 15.45 -72.96 20.68 6.63 9.85 5.53 4.57 -18.64 4.54
17.016 54.13 52.33 53.27 52.86 53.43 52.05 -3.63 59.43 48.38 53.40 49.59 49.93 -19.41 51.62
17.025 45.33 43.78 44.32 43.81 44.42 43.01 -77.43 49.94 64.80 70.88 67.45 68.58 -19.07 71.29
17.033 -4.46 -4.02 -4.66 -5.65 -6.40 -8.80 -158.94 -6.16 20.08 25.02 20.45 20.78 -41.52 21.76
17.041 -33.93 -32.43 -33.21 -33.96 -34.79 -37.03 231.74 -38.24 -32.14 -28.85 -34.32 -34.97 -58.52 -35.76
17.050 -26.07 -25.56 -25.26 -25.03 -24.43 -25.57 1205.81 -26.86 -38.66 -36.35 -40.99 -41.52 -37.67 -42.01
17.058 -3.96 -4.26 -3.64 -2.94 -2.27 -3.81 1861.60 -3.73 -17.40 -16.20 -19.22 -19.33 -7.11 -19.03
17.066 4.25 4.27 4.14 4.65 3.90 1.18 1447.66 2.00 -2.28 -2.68 -4.28 -4.85 -13.50 -4.91
17.075 -1.92 -1.85 -2.32 -1.96 -3.24 -5.77 695.45 -4.34 -1.01 -2.97 -2.80 -3.93 -36.47 -4.85
17.083 8.38 8.00 7.69 8.19 7.28 6.07 338.34 7.62 0.82 -2.52 0.40 -0.53 -34.16 -1.49
17.091 23.71 23.06 22.63 23.25 22.26 21.95 -100.41 23.47 16.48 11.45 17.43 16.55 -5.29 15.92
17.100 15.61 15.09 14.08 14.38 12.61 12.50 -1071.01 14.17 24.00 16.76 25.08 23.96 18.38 23.00
17.108 -2.77 -2.95 -4.22 -4.47 -6.34 -5.65 -1999.28 -3.97 11.31 2.07 12.18 11.98 15.95 10.49
17.116 -17.80 -17.40 -18.33 -18.95 -19.87 -17.61 -2093.67 -17.32 -6.77 -17.50 -5.50 -3.69 0.61 -5.24
17.125 -19.88 -18.94 -19.56 -20.30 -20.48 -17.41 -1415.76 -19.95 -20.60 -32.78 -19.11 -16.23 -5.05 -17.65
17.133 -6.45 -6.10 -6.21 -6.66 -6.27 -3.36 -712.36 -6.06 -14.76 -27.75 -12.89 -10.51 8.89 -11.18
17.141 -1.70 -2.24 -1.69 -1.65 -0.65 1.76 -363.36 1.49 -2.30 -14.84 0.44 2.07 25.04 2.74
17.149 -7.17 -7.63 -7.00 -6.85 -6.11 -4.62 -243.37 -4.43 -5.66 -17.22 -3.15 -2.17 17.04 -0.85
17.158 -8.16 -8.58 -8.55 -8.75 -9.09 -8.62 -170.45 -10.34 -11.03 -21.16 -10.05 -9.96 -8.51 -8.91
17.166 -5.53 -6.31 -6.65 -7.06 -7.92 -7.88 61.21 -10.74 -11.85 -19.26 -12.12 -12.65 -24.45 -11.84
17.174 2.00 1.83 2.16 2.28 2.17 2.50 385.96 0.67 -3.09 -6.24 -3.81 -4.58 -18.61 -3.50
17.183 0.22 1.53 2.54 3.18 3.70 4.03 536.21 2.98 2.81 4.84 1.41 0.14 -7.73 1.21
17.191 0.43 1.37 2.35 2.46 3.21 2.88 587.10 2.47 -6.29 2.10 -8.06 -9.25 -2.32 -8.38
17.199 28.78 28.02 28.90 28.30 29.48 28.63 708.67 29.78 14.30 30.72 13.90 14.21 19.72 15.73
17.207 37.09 36.94 37.72 36.99 37.98 36.87 816.18 37.31 45.02 68.87 44.54 45.70 45.49 46.70
17.216 10.19 10.95 12.08 11.49 12.52 11.33 805.32 11.28 29.58 59.36 26.67 27.20 38.07 26.33
17.224 -7.83 -8.38 -6.84 -7.52 -5.75 -7.14 552.05 -4.30 6.32 42.50 3.71 4.36 13.90 3.69
17.232 -17.86 -19.08 -18.32 -19.58 -18.21 -20.59 30.35 -16.47 -2.19 39.67 -3.04 -1.82 -1.88 -1.35
17.241 -14.62 -14.84 -14.99 -16.66 -16.01 -19.42 -408.94 -16.79 -9.19 34.72 -11.36 -10.68 -7.13 -10.61
17.249 -1.38 -0.85 -1.13 -2.31 -1.50 -4.71 -537.68 -3.02 -7.31 35.25 -10.70 -10.91 -6.20 -11.22
17.257 -2.38 -1.74 -2.51 -2.53 -1.99 -4.04 -558.35 -3.28 -5.94 33.62 -7.55 -8.91 -13.64 -8.87
17.266 -9.65 -8.87 -10.65 -8.97 -9.52 -10.13 -638.12 -11.18 -10.76 22.31 -10.04 -13.16 -30.52 -13.18
17.274 -16.56 -16.03 -18.11 -14.63 -15.22 -14.11 -604.73 -15.33 -19.94 1.26 -17.46 -21.56 -41.01 -21.93
17.282 -3.91 -3.84 -5.30 -1.30 -0.66 1.90 -245.75 1.46 -13.25 -7.86 -9.58 -13.35 -21.70 -13.76
17.291 17.42 18.20 16.90 19.23 19.66 22.16 194.33 19.01 16.11 -0.63 19.08 15.64 28.17 14.89
17.299 -0.33 0.44 -0.92 -1.38 -2.17 -0.52 386.24 -6.28 10.46 -32.89 12.19 8.88 56.07 7.69
17.307 -15.41 -16.48 -16.74 -18.69 -19.11 -17.16 433.25 -20.34 -22.18 -92.95 -19.62 -21.40 38.35 -21.47
17.315 17.25 16.05 16.66 15.02 14.87 17.69 508.68 16.59 -11.10 -114.96 -7.33 -6.10 17.43 -4.53
17.324 39.25 40.02 40.11 39.23 37.61 40.49 598.60 37.33 22.51 -115.66 24.53 27.82 10.13 28.96
17.332 8.25 9.51 9.18 9.05 6.31 9.03 565.39 4.87 14.26 -157.96 13.44 18.54 -10.75 18.40
17.340 -30.20 -30.86 -30.91 -30.47 -33.13 -30.26 293.08 -31.25 -32.85 -245.41 -33.64 -24.15 -49.95 -24.05
17.349 -19.96 -22.08 -21.82 -21.51 -23.91 -21.12 -187.73 -17.88 -50.11 -281.79 -50.02 -36.98 -70.44 -36.83
17.357 12.98 11.47 11.77 11.51 9.14 11.07 -752.70 16.05 -8.02 -166.77 -7.65 1.85 -50.30 0.03
17.365 10.45 9.65 10.00 9.61 7.43 7.81 -1065.66 12.68 28.63 66.87 32.85 31.28 -20.15 26.90
17.374 -8.11 -8.42 -7.69 -7.33 -8.64 -9.66 -811.02 -6.17 22.01 268.20 30.79 18.40 -2.47 12.61
17.382 -14.90 -14.64 -13.05 -11.54 -11.45 -13.55 -144.97 -10.49 11.10 373.62 20.03 4.63 17.28 -0.74
17.390 -25.71 -25.86 -23.67 -21.47 -21.00 -24.73 504.46 -19.79 12.13 451.00 19.23 4.24 32.44 -0.28
17.399 -14.72 -14.92 -13.50 -12.11 -12.53 -18.35 781.44 -15.09 13.20 459.19 12.76 0.75 28.07 -2.60
17.407 25.77 26.69 27.26 26.70 27.86 21.59 623.99 20.78 24.38 293.20 6.24 9.74 25.12 11.86
17.415 42.00 43.92 44.96 42.92 48.78 43.73 320.71 42.44 37.89 15.50 2.92 27.31 34.35 37.33
17.424 23.61 25.52 26.68 23.95 31.90 26.88 130.12 26.14 24.61 -193.47 -9.12 19.10 39.32 31.89
17.432 0.06 0.57 0.83 -1.86 3.38 -1.93 9.30 -2.45 -9.50 -240.39 -21.74 -10.64 34.65 -0.79
17.440 -6.31 -6.47 -7.19 -9.19 -7.70 -10.61 -200.59 -11.68 -29.32 -209.83 -20.23 -27.82 21.50 -21.55
17.449 -8.29 -7.95 -9.11 -10.34 -10.76 -9.57 -466.53 -11.67 -25.69 -184.70 -10.46 -23.64 -3.28 -19.04
17.457 -22.48 -23.14 -24.01 -24.52 -25.04 -20.73 -582.68 -20.84 -26.63 -155.81 -12.19 -23.51 -33.58 -19.98
17.465 -12.23 -14.26 -15.09 -15.27 -15.96 -10.32 -521.64 -9.14 -23.99 -117.03 -9.99 -19.22 -43.32 -17.19
17.474 10.34 9.38 7.98 8.14 6.28 12.33 -377.85 10.27 1.75 -66.49 13.32 6.81 -23.70 7.24
17.482 -0.65 0.64 -1.00 0.09 -2.69 3.46 -40.00 -2.90 5.46 -35.34 11.96 7.67 -11.72 5.13
17.491 -14.31 -13.21 -14.39 -12.83 -15.05 -9.42 498.50 -16.18 -18.73 -36.71 -15.73 -17.68 -18.21 -23.44
17.499 -11.84 -12.48 -12.80 -11.31 -12.03 -7.41 922.29 -10.07 -18.77 -17.56 -15.49 -13.65 -12.19 -20.56
17.507 -21.57 -21.41 -21.75 -20.26 -21.14 -18.51 1007.97 -19.82 -12.04 6.34 -10.69 -6.83 -7.04 -15.66
17.516 -33.69 -32.30 -33.56 -32.51 -34.87 -35.06 705.39 -37.61 -28.07 -1.00 -31.55 -27.69 -29.62 -39.62
17.524 -8.62 -8.14 -8.94 -8.14 -10.03 -11.80 89.75 -10.93 -21.28 13.27 -25.30 -20.42 -43.18 -32.83
17.532 39.47 39.33 39.92 40.78 40.48 38.34 -481.31 42.97 24.64 65.44 23.70 30.23 -15.80 19.52
17.541 51.00 50.59 51.81 52.15 52.77 50.33 -672.63 55.59 56.31 98.36 57.74 64.70 22.13 55.97
17.549 27.76 26.89 28.37 28.34 29.53 26.84 -610.95 32.33 49.66 90.25 51.76 57.64 34.29 51.28
17.557 24.20 23.19 24.37 24.56 25.40 21.84 -611.37 26.52 35.27 72.20 37.32 41.30 25.73 38.12
17.566 31.88 30.65 31.36 32.09 32.34 27.74 -670.48 31.39 39.69 72.22 42.77 44.79 26.90 46.08
17.574 7.49 6.53 6.69 7.56 7.10 1.76 -657.41 3.40 27.04 53.49 30.09 29.36 25.54 34.98
17.582 -17.24 -18.30 -19.22 -19.65 -21.38 -27.32 -669.41 -28.63 -18.41 -0.77 -18.10 -23.16 -2.48 -13.91
17.591 -19.18 -20.07 -21.10 -22.35 -24.08 -28.79 -831.19 -29.99 -35.30 -25.65 -37.52 -46.58 -17.92 -33.20
17.599 -33.97 -33.80 -34.09 -34.85 -35.27 -36.52 -962.27 -36.37 -31.51 -27.79 -34.60 -45.66 -4.40 -28.35
17.607 -36.11 -36.35 -36.24 -36.98 -36.00 -33.00 -651.46 -33.12 -36.05 -36.86 -38.43 -50.07 19.82 -30.10
17.616 1.87 1.87 2.43 1.66 3.47 10.56 181.11 7.22 -13.18 -18.36 -15.93 -27.16 57.45 -7.33
17.624 21.09 23.05 23.77 23.26 25.01 34.86 1097.43 26.81 15.87 5.48 9.50 -0.40 79.15 16.67
17.633 -9.34 -7.40 -6.65 -7.24 -4.98 5.90 1759.49 -1.83 7.72 -6.43 -1.14 -8.11 57.00 6.02
17.641 -35.77 -35.14 -34.29 -35.15 -32.57 -23.44 2105.78 -27.12 -25.35 -40.77 -32.74 -34.79 11.26 -26.53
17.649 -24.94 -24.56 -23.85 -24.85 -23.42 -18.35 2161.83 -19.23 -38.24 -53.85 -42.40 -38.43 -21.89 -41.76
17.658 -7.54 -5.89 -4.93 -5.19 -4.79 -3.01 2242.57 -2.69 -15.87 -31.08 -17.39 -7.23 -29.10 -22.95
17.666 2.85 5.33 6.22 6.49 6.02 4.89 2346.94 5.56 -1.37 -15.60 -1.92 12.82 -38.24 -9.57
17.674 19.34 19.81 19.75 18.97 17.45 12.76 1608.32 17.23 7.93 -3.47 8.84 25.43 -55.31 4.17
17.683 33.63 32.42 31.12 29.19 26.79 18.93 -376.66 29.13 30.27 22.99 33.24 49.78 -72.90 31.61
17.691 16.34 16.08 13.43 11.47 8.40 -1.83 -2490.94 9.09 26.62 21.76 29.24 44.06 -99.38 24.01
17.699 -18.34 -17.98 -20.75 -21.69 -23.67 -33.03 -3261.25 -25.89 -4.52 -7.40 -2.94 9.30 -94.86 -12.64
17.708 -19.01 -19.75 -20.68 -20.24 -19.73 -24.09 -2684.29 -22.80 -16.94 -16.53 -16.28 -6.70 -30.90 -22.58
17.716 -1.25 -3.46 -2.44 -1.46 0.39 1.25 -1892.65 -4.19 -2.20 0.93 -4.94 0.52 35.35 -3.44
17.724 21.04 18.43 20.53 21.53 23.05 25.80 -1281.23 15.69 12.88 17.58 7.36 7.85 49.81 14.45
17.733 54.37 53.23 56.12 58.00 58.62 59.75 -663.89 49.67 30.73 35.73 25.82 22.33 34.65 34.05
17.741 49.32 49.57 52.65 56.18 56.41 55.66 -185.40 50.60 46.70 51.12 44.33 37.58 25.30 50.95
17.749 6.81 6.20 7.53 12.17 12.31 10.87 131.57 12.15 26.11 30.85 29.14 19.21 8.62 33.35
17.758 -23.39 -25.02 -26.95 -22.15 -22.39 -25.00 389.66 -20.07 -7.98 -3.11 2.10 -12.45 -10.04 0.60
17.766 -23.81 -23.75 -27.95 -23.56 -24.17 -27.85 571.85 -23.23 -16.71 -13.11 -1.37 -22.31 4.87 -12.05
17.774 -20.76 -18.11 -22.43 -19.50 -20.24 -24.41 683.10 -22.30 -15.63 -13.63 4.27 -23.85 40.69 -17.09
17.783 -49.98 -47.87 -50.88 -50.81 -51.24 -55.80 697.08 -54.00 -38.97 -37.44 -11.92 -47.20 51.44 -44.26
17.791 -55.80 -56.66 -57.72 -60.56 -60.26 -62.75 667.85 -58.85 -68.35 -65.27 -36.61 -71.30 28.57 -70.12
17.799 -4.23 -5.88 -5.34 -9.60 -9.29 -5.62 662.72 -2.34 -36.60 -33.45 -17.84 -35.19 13.48 -33.80
17.808 46.13 46.36 47.34 42.85 41.91 52.41 621.99 50.50 26.62 26.55 15.56 26.58 20.59 27.81
17.816 69.07 70.20 71.31 67.01 65.32 79.00 528.58 73.49 59.07 57.44 26.23 59.38 26.67 61.20
17.824 34.99 35.06 37.16 33.57 33.02 45.73 373.22 43.16 61.66 61.45 28.44 66.47 23.11 69.37
17.833 -40.81 -40.92 -38.23 -40.77 -40.25 -31.04 172.20 -30.90 16.36 17.46 -7.97 22.22 -6.56 23.49
17.841 -57.58 -56.26 -54.43 -55.83 -55.18 -50.50 34.84 -52.89 -31.40 -30.15 -50.48 -30.71 -51.98 -33.56
17.849 -12.16 -10.75 -9.59 -10.05 -8.89 -8.22 -25.72 -11.90 -26.37 -25.81 -41.64 -29.99 -62.90 -35.80
17.858 10.50 11.22 12.01 11.44 12.01 9.64 -92.45 6.74 -16.24 -17.38 -25.03 -18.22 -26.37 -24.52
17.866 -9.73 -8.63 -8.33 -9.60 -10.79 -15.45 -181.06 -18.51 -31.28 -35.87 -35.70 -32.05 24.02 -38.76
17.874 -7.80 -7.48 -6.78 -7.91 -8.51 -14.50 -222.76 -15.25 -36.42 -42.86 -37.52 -36.76 53.41 -43.35
17.883 31.29 30.11 31.13 30.81 32.21 25.75 -205.94 28.33 13.39 10.13 19.52 18.41 63.07 14.98
17.891 27.67 26.52 26.89 27.06 28.75 22.58 -215.71 25.67 51.04 50.91 61.75 58.22 46.91 57.59
17.899 -4.39 -5.42 -5.56 -5.25 -4.18 -9.39 -239.38 -6.87 10.51 10.27 19.45 11.87 0.63 10.80
17.908 -6.69 -8.79 -8.72 -7.90 -6.39 -9.99 -218.05 -5.99 -15.53 -15.03 -7.21 -17.14 -24.92 -17.86
17.916 1.07 -1.41 -1.57 -0.08 1.62 -0.41 -177.73 4.75 1.45 4.16 12.64 3.64 -15.09 5.54
17.924 36.60 37.85 35.33 36.98 35.66 33.56 -110.99 31.72 25.40 28.19 35.82 28.13 -5.26 31.16
17.933 81.42 86.12 82.03 84.42 81.04 79.22 -28.88 70.93 63.77 64.25 68.16 60.65 -15.61 62.38
17.941 33.40 34.90 32.99 37.46 37.48 38.54 -26.43 37.32 63.38 63.33 65.84 59.63 -49.82 60.57
17.949 -89.90 -92.52 -92.62 -86.63 -83.87 -80.79 -105.08 -74.54 -25.15 -23.64 -20.09 -23.99 -109.26 -22.92
17.958 -117.90 -121.30 -122.27 -116.75 -115.61 -113.55 -106.61 -109.23 -111.73 -110.31 -107.93 -110.61 -159.71 -110.25
17.966 -7.37 -9.91 -11.82 -7.75 -8.77 -8.45 23.22 -8.10 -56.21 -55.96 -55.19 -56.52 -103.32 -56.37
17.974 41.38 41.86 40.49 42.92 41.24 41.15 92.84 39.05 39.93 38.83 38.54 38.83 2.27 39.43
17.983 -32.75 -29.53 -29.40 -29.43 -30.79 -30.78 35.73 -33.38 -9.39 -13.41 -15.89 -15.39 3.47 -15.95
17.991 -58.36 -55.94 -55.11 -58.38 -59.65 -60.85 15.46 -61.65 -81.82 -87.88 -90.53 -89.39 2.37 -90.97
18.000 -5.18 -5.73 -4.50 -9.81 -10.46 -12.16 69.03 -8.89 -30.10 -34.03 -33.97 -30.53 82.60 -30.63
18.008 38.24 36.98 39.38 34.30 34.80 35.59 114.62 41.12 49.50 50.85 52.44 57.76 74.12 60.30
18.016 64.99 65.79 68.48 63.94 63.77 67.50 136.20 69.00 66.21 71.86 71.62 76.99 -57.13 81.30
18.025 80.00 81.51 83.38 78.87 76.88 81.23 136.08 77.18 59.19 64.75 60.59 64.08 -77.69 67.37
18.033 40.99 41.33 42.42 38.88 36.20 39.47 82.11 34.07 49.82 52.29 45.77 46.84 127.25 46.83
18.041 -45.56 -46.26 -45.66 -47.56 -48.99 -46.73 -14.65 -49.94 -8.45 -8.10 -13.94 -14.12 320.93 -16.40
18.049 -69.79 -70.59 -70.42 -71.27 -70.83 -69.59 -48.76 -71.09 -68.89 -68.92 -73.01 -73.37 301.82 -75.97
18.058 0.94 0.75 0.30 0.09 1.43 1.08 10.48 -0.10 -37.48 -37.76 -40.01 -40.12 190.01 -42.24
18.066 42.42 43.52 42.97 43.92 45.64 44.54 43.92 43.51 26.90 25.40 24.11 23.95 86.73 22.56
18.074 1.88 3.24 3.31 5.58 8.05 7.34 -1.06 7.68 20.35 17.94 17.35 17.19 -46.02 16.83
18.083 -35.06 -36.72 -36.37 -34.11 -30.54 -31.17 -44.41 -26.30 -15.58 -15.83 -12.90 -11.60 -172.82 -10.05
18.091 -15.12 -18.19 -18.71 -17.31 -14.52 -16.27 -34.50 -10.92 -2.02 0.12 5.39 7.22 -244.55 8.78
18.099 21.35 20.86 19.07 20.20 19.98 16.91 -7.19 15.64 15.53 15.60 17.74 17.02 -275.86 15.38
18.108 11.45 13.05 11.50 13.32 11.90 9.51 -16.61 5.00 -4.85 -7.48 -8.42 -10.96 -263.70 -13.84
18.116 -30.73 -29.09 -29.05 -26.62 -26.88 -27.35 -51.37 -29.32 -23.67 -25.78 -26.88 -28.88 -201.63 -30.07
18.124 -13.21 -14.08 -13.41 -11.96 -11.38 -11.07 -31.79 -9.24 -13.74 -13.22 -12.59 -12.94 -90.34 -11.99
18.133 46.16 44.00 44.22 44.34 44.63 45.00 27.29 47.99 33.92 37.58 40.63 42.27 42.66 45.41
18.141 29.49 29.88 29.76 29.74 29.01 29.53 13.95 29.32 49.40 53.04 54.74 55.98 95.11 58.67
18.149 -27.33 -26.26 -26.42 -26.66 -27.78 -27.40 -39.76 -29.01 -12.11 -11.20 -12.59 -13.31 61.65 -13.02
18.158 -30.92 -30.63 -30.79 -31.31 -32.30 -32.10 -40.01 -32.85 -48.43 -49.79 -51.62 -53.19 70.26 -54.12
18.166 -21.25 -20.76 -21.31 -21.88 -23.21 -23.05 -26.88 -24.07 -37.27 -40.23 -40.76 -42.32 139.23 -43.47
18.174 -32.83 -33.29 -34.05 -35.00 -36.02 -35.73 -35.47 -35.30 -30.38 -32.73 -30.76 -31.24 171.42 -31.44
18.183 -12.36 -13.30 -13.67 -14.79 -15.23 -15.02 -11.84 -13.74 -12.96 -13.65 -11.13 -10.89 125.84 -10.54
18.191 53.95 53.47 53.43 52.60 52.17 52.04 56.70 52.13 30.55 30.90 32.25 32.31 70.78 32.28
18.199 69.85 70.81 71.38 71.73 71.83 72.28 78.94 72.54 72.72 73.41 73.86 73.48 52.60 73.11
18.208 2.82 5.89 6.95 8.34 8.84 9.75 17.68 9.80 39.93 38.62 36.36 34.58 13.59 33.17
18.216 -36.72 -33.86 -32.99 -31.96 -31.39 -31.11 -22.92 -30.93 -28.54 -30.15 -32.74 -33.93 -36.44 -34.40
18.224 -16.86 -15.29 -14.63 -14.19 -13.53 -13.77 -5.66 -12.90 -17.00 -16.04 -16.05 -14.92 -33.87 -13.19
18.232 -8.66 -8.84 -9.26 -9.99 -10.66 -11.83 -5.75 -13.32 8.43 9.44 8.90 9.91 -20.73 10.65
18.241 -16.14 -19.40 -20.83 -22.81 -24.34 -26.16 -22.01 -28.53 -26.43 -26.43 -28.32 -28.18 -39.97 -29.42
18.249 -2.54 -6.92 -7.30 -8.59 -8.24 -8.62 -3.77 -6.85 -34.79 -33.13 -33.18 -31.63 -52.05 -32.22
18.257 15.07 12.85 13.76 13.99 16.27 17.85 23.25 22.51 9.61 13.23 15.89 19.93 -38.64 21.25
18.266 7.37 8.35 8.93 9.63 10.97 12.73 15.43 13.61 21.30 22.45 23.66 27.14 -36.69 27.43
18.274 -7.71 -5.14 -5.72 -5.55 -6.61 -6.08 -7.33 -11.17 -13.96 -17.34 -20.12 -20.23 -55.29 -22.94
18.282 -4.88 -3.83 -4.55 -4.66 -5.57 -5.23 -6.46 -8.31 -30.87 -34.85 -37.30 -39.81 -62.03 -42.68
18.291 11.57 9.88 10.02 10.20 11.34 12.14 13.44 16.10 -0.43 -2.36 -0.70 -3.29 -35.68 -3.50
18.299 29.11 26.58 26.79 26.80 27.88 27.44 28.12 31.79 44.50 45.06 50.16 49.41 12.70 52.53
18.307 41.99 40.65 40.63 40.46 40.04 37.95 36.12 37.68 58.74 61.10 65.59 66.27 42.81 70.14
18.316 25.64 25.63 26.35 26.66 26.20 24.39 22.26 23.33 44.32 46.37 46.34 46.14 37.61 47.61
18.324 -38.84 -37.73 -36.33 -35.69 -35.29 -35.56 -36.81 -34.82 -0.40 0.25 -3.24 -4.78 2.39 -5.36
18.332 -85.39 -83.50 -82.97 -82.98 -83.37 -83.31 -86.09 -85.08 -72.30 -73.37 -77.42 -79.64 -47.88 -81.40
18.341 -43.61 -42.33 -43.24 -44.28 -46.17 -46.79 -51.66 -51.93 -85.13 -85.73 -87.81 -88.72 -54.63 -89.62
18.349 25.63 26.49 25.30 24.51 22.86 22.83 18.79 19.04 -27.14 -26.23 -26.24 -25.27 -16.07 -24.50
18.357 37.49 38.88 38.29 38.62 38.09 39.17 36.99 38.02 15.52 15.10 14.29 14.44 2.93 13.99
18.366 22.83 23.13 23.22 23.90 24.48 25.73 24.89 26.61 38.46 37.59 37.07 36.62 9.69 35.28
18.374 19.82 17.88 18.32 18.52 20.10 21.06 21.55 24.18 51.12 52.32 54.48 55.27 34.98 55.17
18.382 0.05 -1.98 -1.66 -1.63 0.19 1.10 2.54 5.46 25.44 27.21 30.27 31.79 59.29 32.80
18.390 -25.16 -24.10 -24.03 -23.36 -22.19 -21.17 -19.92 -18.49 -14.51 -14.42 -12.94 -11.90 57.09 -10.63
18.399 -19.57 -16.97 -16.89 -15.87 -15.43 -14.76 -14.28 -14.57 -24.28 -25.98 -26.52 -26.58 31.83 -26.39
18.407 0.15 -0.29 0.22 0.67 1.64 2.11 3.38 4.00 -1.76 -2.64 -2.84 -2.81 16.29 -3.14
18.415 15.89 13.94 14.40 14.36 15.63 16.27 18.25 19.36 19.21 19.85 20.84 21.29 12.74 21.05
18.424 35.15 35.26 34.49 33.95 33.19 32.67 32.33 30.94 29.16 29.24 28.89 28.65 8.99 27.65
18.432 35.98 37.33 35.28 33.94 30.75 28.24 25.02 21.17 39.25 39.65 38.16 38.30 19.96 37.92
18.440 -8.25 -6.22 -7.86 -8.83 -11.84 -14.32 -17.34 -21.17 11.33 12.56 10.80 11.50 17.85 11.83
18.449 -44.73 -42.83 -42.56 -42.13 -42.75 -43.56 -43.75 -45.18 -47.93 -47.91 -50.75 -50.99 -14.15 -51.72
18.457 -34.10 -34.01 -33.06 -32.40 -32.05 -32.60 -31.14 -30.94 -67.41 -68.46 -70.86 -71.59 -28.97 -72.56
18.465 -34.31 -34.96 -35.09 -35.05 -35.91 -37.42 -36.52 -37.34 -62.17 -64.06 -65.03 -66.05 -23.93 -66.63
18.474 -39.12 -39.93 -39.75 -39.35 -39.72 -40.69 -38.85 -39.33 -54.45 -57.09 -56.95 -58.31 -21.38 -58.77
18.482 13.56 10.57 13.06 14.22 16.97 17.90 22.84 26.18 1.15 1.14 4.28 4.66 -3.35 6.04
18.490 67.35 62.70 65.54 65.92 69.36 70.52 75.39 80.25 71.17 74.73 80.40 82.95 28.90 86.11
18.499 44.52 42.24 42.17 40.80 40.52 39.97 39.82 40.21 65.19 67.48 70.46 71.78 34.59 73.13
18.507 -29.16 -28.27 -29.77 -31.18 -33.36 -33.86 -36.75 -39.53 1.50 0.09 -1.54 -2.97 3.07 -4.72
18.516 -70.73 -70.15 -70.48 -70.89 -71.24 -70.06 -71.19 -72.08 -45.85 -47.58 -49.86 -51.48 -32.43 -53.73
18.524 -28.13 -27.93 -28.45 -28.89 -29.22 -28.13 -29.51 -30.24 -55.66 -55.60 -56.34 -56.52 -46.09 -57.40
18.532 44.83 47.12 45.82 45.48 43.91 44.32 41.24 38.55 -4.74 -4.59 -5.48 -5.18 -23.88 -5.06
18.541 78.77 81.58 81.04 81.43 80.64 81.49 79.31 77.30 80.94 80.42 78.75 78.78 7.78 79.05
18.549 58.19 59.30 59.61 60.28 60.77 61.99 61.53 61.53 97.74 97.74 96.60 96.66 -5.10 96.92
18.557 -8.25 -9.20 -8.96 -8.74 -7.46 -6.44 -5.64 -4.03 26.46 27.42 27.76 28.07 -53.26 28.34
18.566 -41.59 -44.68 -44.96 -45.69 -43.92 -43.19 -41.61 -38.71 -40.02 -38.20 -35.95 -35.15 -81.78 -34.27
18.574 1.53 -0.66 -0.90 -1.44 0.22 1.19 2.48 4.85 -16.65 -14.77 -11.83 -10.58 -51.32 -8.44
18.582 43.06 44.51 44.41 44.94 45.73 47.21 47.19 47.15 50.21 50.49 51.90 52.28 4.98 53.97
18.591 24.65 27.69 26.86 27.45 27.23 28.94 27.34 25.15 46.78 45.80 46.62 46.02 11.60 46.31
18.599 -38.62 -36.18 -36.92 -36.32 -36.34 -34.58 -36.11 -38.28 -24.46 -26.43 -25.96 -27.34 -13.92 -28.47
18.607 -80.83 -79.33 -78.74 -77.62 -76.98 -76.61 -76.57 -76.72 -89.54 -93.17 -95.45 -98.13 -4.04 -101.36
18.616 -54.73 -53.81 -52.23 -50.86 -50.36 -52.58 -51.00 -49.16 -91.43 -93.76 -96.89 -98.35 52.12 -100.70
18.624 -15.25 -15.36 -13.54 -12.40 -11.89 -15.35 -12.39 -9.15 -29.21 -27.35 -27.55 -25.77 109.52 -24.62
18.632 -10.17 -12.13 -11.72 -12.06 -12.68 -16.52 -14.72 -12.50 5.92 10.04 12.14 14.99 104.90 17.23
18.641 0.12 -1.52 -3.30 -5.09 -8.52 -12.92 -15.00 -17.07 -10.88 -9.18 -9.43 -8.79 59.52 -8.83
18.649 21.35 21.03 19.83 18.74 15.72 13.03 11.09 8.29 -1.48 -3.84 -8.08 -10.09 40.99 -12.55
18.657 24.87 24.88 25.90 26.38 26.73 27.52 28.96 29.40 25.62 23.53 21.07 19.82 29.78 18.54
18.666 43.10 44.07 44.79 45.16 45.34 46.73 46.91 46.36 32.25 32.13 33.22 33.60 5.22 34.04
18.674 69.23 69.66 68.44 67.24 64.92 64.39 60.95 57.76 43.37 43.12 43.95 44.14 -5.24 44.23
